id;number_of_check_ins
2023_5_15_5;18.9
2023_5_15_6;103
2023_5_15_7;327.7
2023_5_15_8;406.1
2023_5_15_9;231.5
2023_5_15_10;178.4
2023_5_15_11;177
2023_5_15_12;232.1
2023_5_15_13;228.4
2023_5_15_14;252.3
2023_5_15_15;297.5
2023_5_15_16;337.5
2023_5_15_17;352.7
2023_5_15_18;195
2023_5_15_19;105.2
2023_5_15_20;77.2
2023_5_15_21;67.6
2023_5_15_22;59.7
2023_5_15_23;34.7
2023_5_16_0;10.1
2023_5_16_1;1
2023_5_16_2;0.5
2023_5_16_3;0.6
2023_5_16_4;1.8
2023_5_16_5;19.2
2023_5_16_6;112.4
2023_5_16_7;363.8
2023_5_16_8;444.6
2023_5_16_9;246.3
2023_5_16_10;188.6
2023_5_16_11;190.6
2023_5_16_12;238.9
2023_5_16_13;227.9
2023_5_16_14;268.2
2023_5_16_15;313.8
2023_5_16_16;367.2
2023_5_16_17;400.2
2023_5_16_18;228
2023_5_16_19;122.4
2023_5_16_20;87.3
2023_5_16_21;78.7
2023_5_16_22;72.5
2023_5_16_23;45.6
2023_5_17_0;12.8
2023_5_17_1;1.3
2023_5_17_2;0.6
2023_5_17_3;0.7
2023_5_17_4;2
2023_5_17_5;17.7
2023_5_17_6;94.7
2023_5_17_7;302.9
2023_5_17_8;377.1
2023_5_17_9;227.4
2023_5_17_10;181.2
2023_5_17_11;189.6
2023_5_17_12;242.8
2023_5_17_13;227.6
2023_5_17_14;258.3
2023_5_17_15;300
2023_5_17_16;334.1
2023_5_17_17;345.8
2023_5_17_18;224.6
2023_5_17_19;137.9
2023_5_17_20;105.1
2023_5_17_21;91.5
2023_5_17_22;85.3
2023_5_17_23;68.6
2023_5_18_0;26.1
2023_5_18_1;2.8
2023_5_18_2;1.2
2023_5_18_3;1.3
2023_5_18_4;2
2023_5_18_5;5.2
2023_5_18_6;13
2023_5_18_7;28.5
2023_5_18_8;55.6
2023_5_18_9;87.4
2023_5_18_10;107.6
2023_5_18_11;131.8
2023_5_18_12;145.7
2023_5_18_13;159
2023_5_18_14;158.5
2023_5_18_15;156.4
2023_5_18_16;155.3
2023_5_18_17;152.5
2023_5_18_18;133.3
2023_5_18_19;107.4
2023_5_18_20;93.2
2023_5_18_21;83
2023_5_18_22;80.7
2023_5_18_23;69.3
2023_5_19_0;23.6
2023_5_19_1;2.6
2023_5_19_2;1.1
2023_5_19_3;1.3
2023_5_19_4;2.5
2023_5_19_5;13.6
2023_5_19_6;49.6
2023_5_19_7;97.8
2023_5_19_8;134.1
2023_5_19_9;130.3
2023_5_19_10;134.9
2023_5_19_11;152.3
2023_5_19_12;174.7
2023_5_19_13;185.2
2023_5_19_14;191.9
2023_5_19_15;208
2023_5_19_16;221.1
2023_5_19_17;231.5
2023_5_19_18;191.8
2023_5_19_19;139.8
2023_5_19_20;110.4
2023_5_19_21;97.3
2023_5_19_22;99.7
2023_5_19_23;88
2023_5_20_0;37.4
2023_5_20_1;7.3
2023_5_20_2;2.8
2023_5_20_3;2.3
2023_5_20_4;2.8
2023_5_20_5;5.1
2023_5_20_6;15.1
2023_5_20_7;34.5
2023_5_20_8;65.3
2023_5_20_9;96.2
2023_5_20_10;121.1
2023_5_20_11;146
2023_5_20_12;165.5
2023_5_20_13;179.1
2023_5_20_14;176.5
2023_5_20_15;170.1
2023_5_20_16;170.9
2023_5_20_17;166.2
2023_5_20_18;143.4
2023_5_20_19;117.1
2023_5_20_20;97.6
2023_5_20_21;86.2
2023_5_20_22;90.6
2023_5_20_23;85.1
2023_5_21_0;41.3
2023_5_21_1;8.6
2023_5_21_2;3.4
2023_5_21_3;2.9
2023_5_21_4;3.1
2023_5_21_5;4.4
2023_5_21_6;5.5
2023_5_21_7;17.4
2023_5_21_8;36.9
2023_5_21_9;62.9
2023_5_21_10;83.2
2023_5_21_11;109
2023_5_21_12;131.7
2023_5_21_13;144.3
2023_5_21_14;133.9
2023_5_21_15;128.4
2023_5_21_16;140
2023_5_21_17;136.5
2023_5_21_18;117.5
2023_5_21_19;102.2
2023_5_21_20;92
2023_5_21_21;76.7
2023_5_21_22;61.8
2023_5_21_23;37.6
2023_5_22_0;10.7
2023_5_22_1;1.1
2023_5_22_2;0.4
2023_5_22_3;0.7
2023_5_22_4;1.9
2023_5_22_5;18.4
2023_5_22_6;99.8
2023_5_22_7;308.5
2023_5_22_8;377.8
2023_5_22_9;216.6
2023_5_22_10;172.2
2023_5_22_11;175.8
2023_5_22_12;216.3
2023_5_22_13;207.2
2023_5_22_14;245.2
2023_5_22_15;291.3
2023_5_22_16;331.9
2023_5_22_17;340.5
2023_5_22_18;190.2
2023_5_22_19;108
2023_5_22_20;81.5
2023_5_22_21;74.8
2023_5_22_22;64.3
2023_5_22_23;36.4
2023_5_23_0;11.6
2023_5_23_1;1.1
2023_5_23_2;0.5
2023_5_23_3;0.6
2023_5_23_4;1.9
2023_5_23_5;18.9
2023_5_23_6;107.2
2023_5_23_7;342.1
2023_5_23_8;427.7
2023_5_23_9;244.7
2023_5_23_10;184.4
2023_5_23_11;188
2023_5_23_12;235.3
2023_5_23_13;220.6
2023_5_23_14;258.8
2023_5_23_15;301.9
2023_5_23_16;353.8
2023_5_23_17;381.1
2023_5_23_18;219.7
2023_5_23_19;116.3
2023_5_23_20;88.4
2023_5_23_21;80.6
2023_5_23_22;71.4
2023_5_23_23;44.5
2023_5_24_0;13.9
2023_5_24_1;1.2
2023_5_24_2;0.6
2023_5_24_3;0.7
2023_5_24_4;1.9
2023_5_24_5;18.1
2023_5_24_6;93
2023_5_24_7;294.2
2023_5_24_8;372.1
2023_5_24_9;223
2023_5_24_10;175.8
2023_5_24_11;184.1
2023_5_24_12;234
2023_5_24_13;221.7
2023_5_24_14;250.1
2023_5_24_15;290.9
2023_5_24_16;325.7
2023_5_24_17;333.3
2023_5_24_18;202.7
2023_5_24_19;118.6
2023_5_24_20;89.6
2023_5_24_21;82.6
2023_5_24_22;78.4
2023_5_24_23;46.4
2023_5_25_0;14.6
2023_5_25_1;1.3
2023_5_25_2;0.5
2023_5_25_3;0.7
2023_5_25_4;1.9
2023_5_25_5;18.3
2023_5_25_6;101.5
2023_5_25_7;325.1
2023_5_25_8;408
2023_5_25_9;241
2023_5_25_10;185.5
2023_5_25_11;190.2
2023_5_25_12;233.7
2023_5_25_13;227.5
2023_5_25_14;261.5
2023_5_25_15;308.5
2023_5_25_16;349.9
2023_5_25_17;367.1
2023_5_25_18;234.3
2023_5_25_19;139.6
2023_5_25_20;109.1
2023_5_25_21;103.1
2023_5_25_22;97.3
2023_5_25_23;71.9
2023_5_26_0;22.6
2023_5_26_1;2.3
2023_5_26_2;1
2023_5_26_3;1.1
2023_5_26_4;2.3
2023_5_26_5;17.1
2023_5_26_6;77.1
2023_5_26_7;238.3
2023_5_26_8;309.3
2023_5_26_9;204
2023_5_26_10;175.2
2023_5_26_11;189.1
2023_5_26_12;234.7
2023_5_26_13;238.5
2023_5_26_14;267.6
2023_5_26_15;297.2
2023_5_26_16;301.7
2023_5_26_17;294.1
2023_5_26_18;223.9
2023_5_26_19;154.3
2023_5_26_20;120.2
2023_5_26_21;106.1
2023_5_26_22;104.4
2023_5_26_23;90.3
2023_5_27_0;42.3
2023_5_27_1;8.3
2023_5_27_2;3.1
2023_5_27_3;2.4
2023_5_27_4;2.9
2023_5_27_5;5.4
2023_5_27_6;16.7
2023_5_27_7;37.3
2023_5_27_8;70.9
2023_5_27_9;107.9
2023_5_27_10;133.8
2023_5_27_11;159.5
2023_5_27_12;178.4
2023_5_27_13;194.2
2023_5_27_14;192.3
2023_5_27_15;191
2023_5_27_16;185.8
2023_5_27_17;182.1
2023_5_27_18;154
2023_5_27_19;121.6
2023_5_27_20;104.9
2023_5_27_21;97.3
2023_5_27_22;107
2023_5_27_23;98.6
2023_5_28_0;46.7
2023_5_28_1;9.7
2023_5_28_2;4
2023_5_28_3;3
2023_5_28_4;3.1
2023_5_28_5;4.5
2023_5_28_6;6.2
2023_5_28_7;16.9
2023_5_28_8;35.6
2023_5_28_9;64.6
2023_5_28_10;87.1
2023_5_28_11;113.1
2023_5_28_12;138.4
2023_5_28_13;151.2
2023_5_28_14;144.2
2023_5_28_15;133.8
2023_5_28_16;134.6
2023_5_28_17;132.8
2023_5_28_18;114.7
2023_5_28_19;100.9
2023_5_28_20;92.1
2023_5_28_21;82.8
2023_5_28_22;73.6
2023_5_28_23;57.3
2023_5_29_0;22.5
2023_5_29_1;2.7
2023_5_29_2;1
2023_5_29_3;0.9
2023_5_29_4;1.8
2023_5_29_5;3.8
2023_5_29_6;6.8
2023_5_29_7;20.7
2023_5_29_8;42.1
2023_5_29_9;65.9
2023_5_29_10;89.3
2023_5_29_11;117.9
2023_5_29_12;135
2023_5_29_13;146.9
2023_5_29_14;150.3
2023_5_29_15;149.3
2023_5_29_16;147.5
2023_5_29_17;142.4
2023_5_29_18;123.2
2023_5_29_19;105.4
2023_5_29_20;92.7
2023_5_29_21;76.1
2023_5_29_22;63
2023_5_29_23;36.2
2023_5_30_0;11.5
2023_5_30_1;1.2
2023_5_30_2;0.5
2023_5_30_3;0.6
2023_5_30_4;1.7
2023_5_30_5;18.7
2023_5_30_6;105
2023_5_30_7;329.2
2023_5_30_8;406.3
2023_5_30_9;236.5
2023_5_30_10;183.9
2023_5_30_11;187
2023_5_30_12;226.2
2023_5_30_13;224.8
2023_5_30_14;257.4
2023_5_30_15;292.3
2023_5_30_16;339.6
2023_5_30_17;368.8
2023_5_30_18;216.4
2023_5_30_19;116
2023_5_30_20;85.9
2023_5_30_21;75.6
2023_5_30_22;68.7
2023_5_30_23;40.9
2023_5_31_0;12.4
2023_5_31_1;1.1
2023_5_31_2;0.5
2023_5_31_3;0.6
2023_5_31_4;1.8
2023_5_31_5;18
2023_5_31_6;94.3
2023_5_31_7;293.3
2023_5_31_8;362.6
2023_5_31_9;220.6
2023_5_31_10;177.4
2023_5_31_11;186.5
2023_5_31_12;230
2023_5_31_13;222
2023_5_31_14;250.8
2023_5_31_15;286.8
2023_5_31_16;317.5
2023_5_31_17;329.3
2023_5_31_18;205.3
2023_5_31_19;123.2
2023_5_31_20;97.1
2023_5_31_21;88.6
2023_5_31_22;79.5
2023_5_31_23;46.9
2023_6_1_0;15.1
2023_6_1_1;1.3
2023_6_1_2;0.5
2023_6_1_3;0.7
2023_6_1_4;1.8
2023_6_1_5;18.5
2023_6_1_6;103.3
2023_6_1_7;328.6
2023_6_1_8;414.7
2023_6_1_9;238.1
2023_6_1_10;181
2023_6_1_11;186.7
2023_6_1_12;225.5
2023_6_1_13;224.4
2023_6_1_14;261.4
2023_6_1_15;305.9
2023_6_1_16;348.2
2023_6_1_17;374.5
2023_6_1_18;233.4
2023_6_1_19;137.9
2023_6_1_20;105.3
2023_6_1_21;96.1
2023_6_1_22;88.4
2023_6_1_23;64.7
2023_6_2_0;21.5
2023_6_2_1;2.3
2023_6_2_2;0.9
2023_6_2_3;1
2023_6_2_4;2.3
2023_6_2_5;16.8
2023_6_2_6;78.3
2023_6_2_7;238.9
2023_6_2_8;309.4
2023_6_2_9;201.1
2023_6_2_10;169.6
2023_6_2_11;185.2
2023_6_2_12;226.4
2023_6_2_13;231.6
2023_6_2_14;260.1
2023_6_2_15;286.9
2023_6_2_16;291.7
2023_6_2_17;289.7
2023_6_2_18;216.2
2023_6_2_19;144.4
2023_6_2_20;115
2023_6_2_21;103.6
2023_6_2_22;103.2
2023_6_2_23;87.6
2023_6_3_0;42.7
2023_6_3_1;8.3
2023_6_3_2;3.1
2023_6_3_3;2.5
2023_6_3_4;2.9
2023_6_3_5;5.1
2023_6_3_6;16.1
2023_6_3_7;38.3
2023_6_3_8;70.9
2023_6_3_9;104.3
2023_6_3_10;128.7
2023_6_3_11;160.3
2023_6_3_12;185.8
2023_6_3_13;199.4
2023_6_3_14;194.1
2023_6_3_15;184.9
2023_6_3_16;177.2
2023_6_3_17;172.9
2023_6_3_18;151.2
2023_6_3_19;126.5
2023_6_3_20;109.9
2023_6_3_21;102.8
2023_6_3_22;102.9
2023_6_3_23;101.9
2023_6_4_0;49.6
2023_6_4_1;10.4
2023_6_4_2;3.9
2023_6_4_3;2.9
2023_6_4_4;3
2023_6_4_5;4.3
2023_6_4_6;5.9
2023_6_4_7;16.9
2023_6_4_8;36.6
2023_6_4_9;63.8
2023_6_4_10;85.9
2023_6_4_11;113.3
2023_6_4_12;134.8
2023_6_4_13;149.7
2023_6_4_14;147.5
2023_6_4_15;140.3
2023_6_4_16;140.2
2023_6_4_17;142.3
2023_6_4_18;126.5
2023_6_4_19;116
2023_6_4_20;105.6
2023_6_4_21;86.3
2023_6_4_22;70.2
2023_6_4_23;57.8
2023_6_5_0;19.9
2023_6_5_1;2.3
2023_6_5_2;0.6
2023_6_5_3;0.7
2023_6_5_4;2.2
2023_6_5_5;18.3
2023_6_5_6;93.3
2023_6_5_7;269
2023_6_5_8;335.5
2023_6_5_9;218.2
2023_6_5_10;173.2
2023_6_5_11;170.9
2023_6_5_12;202.9
2023_6_5_13;200.8
2023_6_5_14;236.1
2023_6_5_15;276.5
2023_6_5_16;304.4
2023_6_5_17;312.3
2023_6_5_18;190.8
2023_6_5_19;109.3
2023_6_5_20;80.7
2023_6_5_21;70.2
2023_6_5_22;67.9
2023_6_5_23;54.9
2023_6_6_0;14
2023_6_6_1;1.2
2023_6_6_2;0.5
2023_6_6_3;0.6
2023_6_6_4;1.8
2023_6_6_5;18.8
2023_6_6_6;105.4
2023_6_6_7;328.6
2023_6_6_8;407.5
2023_6_6_9;232.4
2023_6_6_10;180.2
2023_6_6_11;180.6
2023_6_6_12;223.1
2023_6_6_13;220.2
2023_6_6_14;255.2
2023_6_6_15;294.9
2023_6_6_16;345.4
2023_6_6_17;376.2
2023_6_6_18;226.2
2023_6_6_19;123.9
2023_6_6_20;89.9
2023_6_6_21;80.7
2023_6_6_22;74.1
2023_6_6_23;65.6
2023_6_7_0;17.7
2023_6_7_1;1.5
2023_6_7_2;0.7
2023_6_7_3;0.6
2023_6_7_4;1.9
2023_6_7_5;17.8
2023_6_7_6;92.2
2023_6_7_7;282.7
2023_6_7_8;354.8
2023_6_7_9;218.7
2023_6_7_10;171.3
2023_6_7_11;179.7
2023_6_7_12;224.4
2023_6_7_13;217.5
2023_6_7_14;244.1
2023_6_7_15;278.3
2023_6_7_16;315.2
2023_6_7_17;327.9
2023_6_7_18;207.9
2023_6_7_19;121.2
2023_6_7_20;90.7
2023_6_7_21;83.6
2023_6_7_22;81.3
2023_6_7_23;68.6
2023_6_8_0;18.8
2023_6_8_1;1.5
2023_6_8_2;0.6
2023_6_8_3;0.7
2023_6_8_4;1.8
2023_6_8_5;18.3
2023_6_8_6;99.2
2023_6_8_7;312.1
2023_6_8_8;398.5
2023_6_8_9;232.4
2023_6_8_10;178.7
2023_6_8_11;182.6
2023_6_8_12;222.6
2023_6_8_13;218.4
2023_6_8_14;252.1
2023_6_8_15;294
2023_6_8_16;333.8
2023_6_8_17;356.3
2023_6_8_18;224.9
2023_6_8_19;136.8
2023_6_8_20;108.6
2023_6_8_21;101.9
2023_6_8_22;93.8
2023_6_8_23;60.1
2023_6_9_0;20.7
2023_6_9_1;2.4
2023_6_9_2;1
2023_6_9_3;1.1
2023_6_9_4;2.2
2023_6_9_5;16.8
2023_6_9_6;76.4
2023_6_9_7;228.1
2023_6_9_8;297.2
2023_6_9_9;197.9
2023_6_9_10;171.1
2023_6_9_11;184.1
2023_6_9_12;226.5
2023_6_9_13;230.9
2023_6_9_14;256.8
2023_6_9_15;278.9
2023_6_9_16;283.2
2023_6_9_17;279.9
2023_6_9_18;211.6
2023_6_9_19;144.6
2023_6_9_20;113.4
2023_6_9_21;104.1
2023_6_9_22;105.3
2023_6_9_23;92.3
2023_6_10_0;39.5
2023_6_10_1;6.6
2023_6_10_2;2.4
2023_6_10_3;1.9
2023_6_10_4;2.2
2023_6_10_5;5.2
2023_6_10_6;16
2023_6_10_7;37.9
2023_6_10_8;73
2023_6_10_9;107.2
2023_6_10_10;129.8
2023_6_10_11;155.5
2023_6_10_12;172.4
2023_6_10_13;183
2023_6_10_14;181.3
2023_6_10_15;171.8
2023_6_10_16;167.7
2023_6_10_17;163.8
2023_6_10_18;143.7
2023_6_10_19;122
2023_6_10_20;106.2
2023_6_10_21;93.7
2023_6_10_22;98
2023_6_10_23;103.1
2023_6_11_0;49.3
2023_6_11_1;9.6
2023_6_11_2;3.5
2023_6_11_3;2.7
2023_6_11_4;2.8
2023_6_11_5;4.1
2023_6_11_6;5.5
2023_6_11_7;18.4
2023_6_11_8;39.4
2023_6_11_9;67
2023_6_11_10;89.6
2023_6_11_11;115.3
2023_6_11_12;133.5
2023_6_11_13;140.1
2023_6_11_14;135.3
2023_6_11_15;128.1
2023_6_11_16;129.1
2023_6_11_17;130.4
2023_6_11_18;117
2023_6_11_19;104.2
2023_6_11_20;95.9
2023_6_11_21;85.3
2023_6_11_22;71.3
2023_6_11_23;51.5
2023_6_12_0;18
2023_6_12_1;2
2023_6_12_2;0.6
2023_6_12_3;0.7
2023_6_12_4;2
2023_6_12_5;18.4
2023_6_12_6;95.6
2023_6_12_7;284
2023_6_12_8;347.7
2023_6_12_9;205.3
2023_6_12_10;165.9
2023_6_12_11;170.6
2023_6_12_12;203.7
2023_6_12_13;201
2023_6_12_14;231.5
2023_6_12_15;266.6
2023_6_12_16;301
2023_6_12_17;321
2023_6_12_18;195
2023_6_12_19;113
2023_6_12_20;85.1
2023_6_12_21;75.3
2023_6_12_22;65.4
2023_6_12_23;46.5
2023_6_13_0;14.6
2023_6_13_1;1.3
2023_6_13_2;0.5
2023_6_13_3;0.6
2023_6_13_4;1.8
2023_6_13_5;18.9
2023_6_13_6;103.1
2023_6_13_7;315.1
2023_6_13_8;389.8
2023_6_13_9;227.7
2023_6_13_10;176.2
2023_6_13_11;178.5
2023_6_13_12;215.5
2023_6_13_13;212.6
2023_6_13_14;243.8
2023_6_13_15;277.2
2023_6_13_16;323.9
2023_6_13_17;353.6
2023_6_13_18;212.2
2023_6_13_19;119.7
2023_6_13_20;91.2
2023_6_13_21;85
2023_6_13_22;74.6
2023_6_13_23;51.5
2023_6_14_0;15.8
2023_6_14_1;1.4
2023_6_14_2;0.5
2023_6_14_3;0.7
2023_6_14_4;1.9
2023_6_14_5;17.6
2023_6_14_6;89.8
2023_6_14_7;270.5
2023_6_14_8;338.2
2023_6_14_9;211.1
2023_6_14_10;171.5
2023_6_14_11;178.6
2023_6_14_12;222.5
2023_6_14_13;212.8
2023_6_14_14;232.8
2023_6_14_15;259.1
2023_6_14_16;291.8
2023_6_14_17;312.2
2023_6_14_18;203
2023_6_14_19;125.3
2023_6_14_20;93.2
2023_6_14_21;84.5
2023_6_14_22;81.6
2023_6_14_23;60.8
2023_6_15_0;20.2
2023_6_15_1;2
2023_6_15_2;0.7
2023_6_15_3;0.8
2023_6_15_4;2
2023_6_15_5;19
2023_6_15_6;98.5
2023_6_15_7;300.1
2023_6_15_8;381.6
2023_6_15_9;228.5
2023_6_15_10;179.3
2023_6_15_11;183.4
2023_6_15_12;218.4
2023_6_15_13;216.8
2023_6_15_14;242
2023_6_15_15;279.8
2023_6_15_16;317.7
2023_6_15_17;341.5
2023_6_15_18;220.7
2023_6_15_19;139.2
2023_6_15_20;108.5
2023_6_15_21;103.1
2023_6_15_22;93.6
2023_6_15_23;64.4
2023_6_16_0;22.5
2023_6_16_1;2.5
2023_6_16_2;1
2023_6_16_3;1.1
2023_6_16_4;2.3
2023_6_16_5;16.9
2023_6_16_6;75.8
2023_6_16_7;220.3
2023_6_16_8;284.2
2023_6_16_9;194.7
2023_6_16_10;170.7
2023_6_16_11;181
2023_6_16_12;220
2023_6_16_13;225.2
2023_6_16_14;245.2
2023_6_16_15;266.3
2023_6_16_16;274.6
2023_6_16_17;276.1
2023_6_16_18;210.4
2023_6_16_19;146.5
2023_6_16_20;115.7
2023_6_16_21;104.5
2023_6_16_22;103.2
2023_6_16_23;95.5
2023_6_17_0;46.1
2023_6_17_1;9.1
2023_6_17_2;3.3
2023_6_17_3;2.4
2023_6_17_4;2.8
2023_6_17_5;5.4
2023_6_17_6;16.6
2023_6_17_7;39.7
2023_6_17_8;73.2
2023_6_17_9;103.8
2023_6_17_10;125.5
2023_6_17_11;149.2
2023_6_17_12;167.4
2023_6_17_13;181.3
2023_6_17_14;179.8
2023_6_17_15;174.2
2023_6_17_16;173.5
2023_6_17_17;169.7
2023_6_17_18;146.4
2023_6_17_19;116.8
2023_6_17_20;99.8
2023_6_17_21;90.7
2023_6_17_22;95.3
2023_6_17_23;108.7
2023_6_18_0;49.5
2023_6_18_1;10
2023_6_18_2;4.1
2023_6_18_3;2.9
2023_6_18_4;3.1
2023_6_18_5;4.4
2023_6_18_6;5.8
2023_6_18_7;17.8
2023_6_18_8;36.8
2023_6_18_9;62.1
2023_6_18_10;85.5
2023_6_18_11;110.7
2023_6_18_12;127.4
2023_6_18_13;138.5
2023_6_18_14;137.5
2023_6_18_15;131.7
2023_6_18_16;129.7
2023_6_18_17;130.6
2023_6_18_18;116.6
2023_6_18_19;104.9
2023_6_18_20;90.6
2023_6_18_21;78.7
2023_6_18_22;63.7
2023_6_18_23;54.1
2023_6_19_0;18.7
2023_6_19_1;1.9
2023_6_19_2;0.7
2023_6_19_3;0.7
2023_6_19_4;1.9
2023_6_19_5;18.1
2023_6_19_6;94.5
2023_6_19_7;274.4
2023_6_19_8;336.9
2023_6_19_9;199.9
2023_6_19_10;165.2
2023_6_19_11;174.8
2023_6_19_12;203.1
2023_6_19_13;200.1
2023_6_19_14;224.2
2023_6_19_15;255.5
2023_6_19_16;290.9
2023_6_19_17;313.6
2023_6_19_18;182.3
2023_6_19_19;104.8
2023_6_19_20;81.3
2023_6_19_21;71
2023_6_19_22;60.2
2023_6_19_23;40
2023_6_20_0;12.8
2023_6_20_1;1.2
2023_6_20_2;0.5
2023_6_20_3;0.7
2023_6_20_4;1.8
2023_6_20_5;19.1
2023_6_20_6;102.7
2023_6_20_7;306.9
2023_6_20_8;378
2023_6_20_9;219
2023_6_20_10;175
2023_6_20_11;183.2
2023_6_20_12;219.6
2023_6_20_13;213.9
2023_6_20_14;246.2
2023_6_20_15;290.1
2023_6_20_16;349.6
2023_6_20_17;319.8
2023_6_20_18;187.4
2023_6_20_19;106
2023_6_20_20;79
2023_6_20_21;73.8
2023_6_20_22;65.8
2023_6_20_23;42.4
2023_6_21_0;14.3
2023_6_21_1;1.2
2023_6_21_2;0.6
2023_6_21_3;0.9
2023_6_21_4;2.1
2023_6_21_5;17.8
2023_6_21_6;90.4
2023_6_21_7;263.8
2023_6_21_8;329.2
2023_6_21_9;207.1
2023_6_21_10;171.4
2023_6_21_11;184.1
2023_6_21_12;222.5
2023_6_21_13;213.9
2023_6_21_14;231
2023_6_21_15;253.2
2023_6_21_16;284.8
2023_6_21_17;304.9
2023_6_21_18;196.7
2023_6_21_19;120.6
2023_6_21_20;93.1
2023_6_21_21;87.8
2023_6_21_22;84.2
2023_6_21_23;54.5
2023_6_22_0;18
2023_6_22_1;1.6
2023_6_22_2;0.7
2023_6_22_3;0.8
2023_6_22_4;2
2023_6_22_5;18.7
2023_6_22_6;97.2
2023_6_22_7;293.2
2023_6_22_8;366.3
2023_6_22_9;220.1
2023_6_22_10;178.3
2023_6_22_11;187.6
2023_6_22_12;224.7
2023_6_22_13;221.4
2023_6_22_14;243.2
2023_6_22_15;278.2
2023_6_22_16;317.1
2023_6_22_17;336.7
2023_6_22_18;217.2
2023_6_22_19;130.3
2023_6_22_20;105.4
2023_6_22_21;97.8
2023_6_22_22;88.8
2023_6_22_23;61
2023_6_23_0;21.8
2023_6_23_1;2.9
2023_6_23_2;1.6
2023_6_23_3;1.4
2023_6_23_4;2.4
2023_6_23_5;17
2023_6_23_6;74.6
2023_6_23_7;208.7
2023_6_23_8;269
2023_6_23_9;192.2
2023_6_23_10;173.1
2023_6_23_11;188.2
2023_6_23_12;223.9
2023_6_23_13;226
2023_6_23_14;246.6
2023_6_23_15;269.2
2023_6_23_16;274.9
2023_6_23_17;279.2
2023_6_23_18;218.8
2023_6_23_19;151.6
2023_6_23_20;117.5
2023_6_23_21;105.9
2023_6_23_22;107.9
2023_6_23_23;108.9
2023_6_24_0;48
2023_6_24_1;9.6
2023_6_24_2;4.4
2023_6_24_3;3
2023_6_24_4;3
2023_6_24_5;5.1
2023_6_24_6;16.5
2023_6_24_7;40.5
2023_6_24_8;77.9
2023_6_24_9;109.8
2023_6_24_10;131.3
2023_6_24_11;155.5
2023_6_24_12;172.7
2023_6_24_13;181.9
2023_6_24_14;184.1
2023_6_24_15;184.3
2023_6_24_16;180.4
2023_6_24_17;174.1
2023_6_24_18;152.1
2023_6_24_19;125.8
2023_6_24_20;107.3
2023_6_24_21;96.1
2023_6_24_22;101.5
2023_6_24_23;103.8
2023_6_25_0;49.2
2023_6_25_1;10.6
2023_6_25_2;4.8
2023_6_25_3;3.8
2023_6_25_4;3.3
2023_6_25_5;4.8
2023_6_25_6;6.3
2023_6_25_7;20.7
2023_6_25_8;44.3
2023_6_25_9;73.6
2023_6_25_10;93.1
2023_6_25_11;117.5
2023_6_25_12;133.2
2023_6_25_13;141.4
2023_6_25_14;138.6
2023_6_25_15;132.6
2023_6_25_16;132.3
2023_6_25_17;133.1
2023_6_25_18;123.1
2023_6_25_19;109.8
2023_6_25_20;98.9
2023_6_25_21;86.1
2023_6_25_22;72.3
2023_6_25_23;55.2
2023_6_26_0;16.6
2023_6_26_1;1.5
2023_6_26_2;0.6
2023_6_26_3;0.7
2023_6_26_4;1.9
2023_6_26_5;18.4
2023_6_26_6;92
2023_6_26_7;255.8
2023_6_26_8;310.9
2023_6_26_9;188.7
2023_6_26_10;158.9
2023_6_26_11;172.6
2023_6_26_12;203.8
2023_6_26_13;199.8
2023_6_26_14;220.2
2023_6_26_15;248.3
2023_6_26_16;283.8
2023_6_26_17;310.9
2023_6_26_18;187
2023_6_26_19;108.8
2023_6_26_20;85.4
2023_6_26_21;76.3
2023_6_26_22;64.1
2023_6_26_23;41.2
2023_6_27_0;13.5
2023_6_27_1;1.5
2023_6_27_2;0.6
2023_6_27_3;0.7
2023_6_27_4;2
2023_6_27_5;18.6
2023_6_27_6;99.7
2023_6_27_7;286.5
2023_6_27_8;350
2023_6_27_9;210.1
2023_6_27_10;172.6
2023_6_27_11;182.4
2023_6_27_12;215.5
2023_6_27_13;214.1
2023_6_27_14;234.1
2023_6_27_15;262.1
2023_6_27_16;308.7
2023_6_27_17;343.2
2023_6_27_18;216.5
2023_6_27_19;125.4
2023_6_27_20;96.4
2023_6_27_21;86.9
2023_6_27_22;73.8
2023_6_27_23;50.9
2023_6_28_0;16
2023_6_28_1;1.4
2023_6_28_2;0.6
2023_6_28_3;0.8
2023_6_28_4;2.1
2023_6_28_5;17.8
2023_6_28_6;86.9
2023_6_28_7;233.4
2023_6_28_8;285.7
2023_6_28_9;185.6
2023_6_28_10;159.5
2023_6_28_11;175.5
2023_6_28_12;207.3
2023_6_28_13;200.6
2023_6_28_14;210.8
2023_6_28_15;228.6
2023_6_28_16;268.4
2023_6_28_17;293.2
2023_6_28_18;194.4
2023_6_28_19;115.5
2023_6_28_20;92.6
2023_6_28_21;86.1
2023_6_28_22;78.9
2023_6_28_23;54.5
2023_6_29_0;18.7
2023_6_29_1;2
2023_6_29_2;0.8
2023_6_29_3;0.8
2023_6_29_4;2
2023_6_29_5;18.4
2023_6_29_6;95.1
2023_6_29_7;267.5
2023_6_29_8;333.6
2023_6_29_9;209.1
2023_6_29_10;173
2023_6_29_11;183.9
2023_6_29_12;215.1
2023_6_29_13;213.8
2023_6_29_14;230.9
2023_6_29_15;258.1
